T,L,E,Ms,Cv,chi_s,U,periodica,intento
1.0,16,-199.5197714285718,0.10136160714285715,0.4803759283674367,0.8175331951530609,0.25108466849892797,False,27
0.9,16,-213.95011428571394,0.13188337053571428,0.656799837348861,1.5942342310622168,0.2592748618134043,False,27
0.8,16,-234.26542857142596,0.21400613839285715,0.8381250991509769,4.54579041762994,0.39338609782256306,False,27
0.7,16,-250.5638285714107,0.3160463169642857,0.5242599778998808,5.825836709069791,0.5631770140575358,False,27
0.6,16,-259.9253714285548,0.4209135044642857,0.19012657185394727,0.3435908629623796,0.6610195333654132,False,27
1.4,16,-167.55057142857308,0.06511383928571429,0.208301480991014,0.21631127824344,0.3256486257792417,False,25
1.3,16,-173.56965714285656,0.06869587053571428,0.2497799408208734,0.27633330007603996,0.2798435041978482,False,25
1.2,16,-180.31148571428756,0.07413839285714285,0.2926227820206388,0.34023857780612254,0.30439110332179053,False,25
1.1,16,-188.60508571428443,0.085953125,0.36418808061014707,0.4927201136363636,0.3079842858607764,False,25
1.0,16,-199.6265714285701,0.10598660714285714,0.5073044741710078,0.8431668380102044,0.3020837494318199,False,25
0.9,16,-214.35159999999843,0.14675558035714287,0.7080622258598273,1.8220214891581628,0.3187888329201721,False,25
0.8,16,-233.68171428571125,0.1919955357142857,0.798135026706026,4.212192169961735,0.32206970258591217,False,25
0.7,16,-251.15782857140758,0.33377790178571426,0.4966899041026604,4.842741105594034,0.5897050704837694,False,25
0.6,16,-258.62199999998154,0.36916183035714284,0.2656167720734478,5.159627784332486,0.6091858201696709,False,25
1.4,16,-167.16422857143058,0.06455803571428571,0.2202996545970326,0.22418644405976693,0.29186428612331006,False,26
1.3,16,-173.79542857142772,0.06909040178571428,0.24659293563580528,0.2670213096055731,0.30566163987287676,False,26
1.2,16,-180.59165714285564,0.07599162946428571,0.29542937468111713,0.37246423728475775,0.2754110200886297,False,26
1.1,16,-188.68674285714246,0.08604910714285714,0.35680554979759455,0.49819312384044545,0.30957192107182296,False,26
1.0,16,-199.74142857142974,0.10528013392857143,0.4948601705995088,0.8846649996811227,0.2790671686700962,False,26
0.9,16,-215.38302857142912,0.14411328125,0.7156632935091364,1.841866850818453,0.2819174703856474,False,26
0.8,16,-233.72817142856778,0.20667857142857143,0.8089425612045619,4.263496749043365,0.3899767493374585,False,26
0.7,16,-249.56519999998042,0.25609263392857146,0.48328243749994954,7.520174616891394,0.4381657079982516,False,26
0.6,16,-260.01342857140787,0.42197098214285716,0.1891976961096652,0.3657940603741494,0.6607402440573702,False,26
1.4,16,-167.40462857143032,0.06621986607142857,0.22170349228838002,0.2279081885477406,0.31385674757090354,False,28
